abstract,author,authoritativeMN,authorLastName,beginDate,"
",,blockedReplicationMN,changePermission,checksum,checksumAlgorithm,class,contactOrganization,datasource,dataUrl,dateModified,datePublished,dateUploaded,decade,documents,eastBoundCoord,edition,endDate,family,fileID,formatId,formatType,gcmdKeyword,genus,geoform,id,identifier,investigator,isDocumentedBy,isPublic,isSpatial,keyConcept,keywords,kingdom,LTERSite,namedLocation,noBoundingBox,northBoundCoord,numberReplicas,obsoletedBy,obsoletes,ogcUrl,order,origin,originator,parameter,phylum,placeKey,preferredReplicationMN,presentationCat,project,pubDate,purpose,readPermission,relatedOrganizations,replicaMN,replicationAllowed,replicaVerifiedDate,resourceMap,rightsHolder,scientificName,sensor,site,size,sku,source,southBoundCoord,species,submitter,term,title,topic,updateDate,webUrl,westBoundCoord,writePermission
"Surface water samples were collected during low tide surveys near ten Georgia Coastal Ecosystem LTER sampling sites in March, 2002. Unfiltered subsamples were immediately preserved with buffered formalin and refrigerated for transport to the laboratory. The abundance of bacteria in each sample was determined using an epifluorescence microscope by counting DAPI-stained cells retained on a 0.2Âµm polycarbonate filter. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2002-03-22T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",273271a8edefaec33b863845171a7812,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.118.8,2012-06-26T12:59:13.845Z,2003-01-01T00:00:00Z,2005-11-18T00:00:00Z,,,-81.194084,,2002-03-26T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.118.8,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.118.8,doi:10.6073/AA/knb-lter-gce.118.8,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,abundance,bacteria,DAPI,direct counts,microbial ecology,microscopy",,,,,31.55025,,doi:10.6073/AA/knb-lter-gce.118.9,doi:10.6073/AA/knb-lter-gce.118.7,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2003-01-01T00:00:00Z,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,41606,doi:10.6073/AA/knb-lter-gce.118.8,,31.303976,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,March 2002 surface water bacterial abundance at ten Georgia Coastal Ecosystems LTER sampling sites,,2005-11-18T00:00:00Z,,-81.494225,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"Location
Lat. 39� 28' 2.9"", long. 76� 48' 41.4""
Directions

   1. 695 to Exit 20 Riesterstown Rd towards Reisterstown
   2. Riesterstown Rd. to Owings Mills Blvd.
   3. Right onto Owings Mills Blvd.
   4. Owings Mills Blvd. to Bond Ave.
   5. Left onto Bond Avenue
   6. Bond Ave. to Glyndon Drive
   7. Right onto Glyndon Drive
   8. Gauge is located on school grounds in front of the school 

USGS Quadrangle - Reistertown
Potential Hazards - The location of this gauge does not present any obvious potential hazard.
Establishment - July 1999
Datum of Station - about 702' above sea level
Equipment - J&S Tipping Bucket Rain Gauge with HOBO Data recorder 
History

    * 19 July 1999 Gauge is established in middle of Glyndon Elementary School flag field
    * 20 August 2002 Calibration checked 150 mL with 16 tips 

Panorama - This gauge is surrounded by open field and streets. 

Calibration Measurements -Calibration of this gauge should be preformed as described in the users manual. Each bucket should hold 8.24 mL of water before tipping. This should occur five consecutive times. Adjust calibration screws as needed.
Extreme Events No extreme events have been observed to present.
Winter Records - Rain gauge is not heated and is subject to freezing.
Accuracy - Data should be processed through a quality control algorithm before use.
Cooperation - Baltimore Ecosystem Study; University of Maryland, Baltimore County; and Glyndon Elementary School - Liz Livermore contact at school
Photographs - Print collections may be available. Contact the MD-DE-DC District Office about any collections in the official station records.  See Baltimore Ecosystem Study Meteorology Overview here: http://beslter.org/frame7-page_1p.html .","Peter Groffman ,     Email: groffmanp@caryinstitute.org, Gordon M. Heisler, gheisler@fs.fed.us",urn:node:LTER,"Peter Groffman \,     Email: groffmanp@caryinstitute.org\, Gordon M. Heisler\, gheisler@fs.fed.us",,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",e240aa998edcc4555dae0f2d7270cc11,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.450.35,2012-06-26T11:13:41.785Z,2010-01-07T00:00:00Z,2010-01-08T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.450.35,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.450.35,doi:10.6073/AA/knb-lter-bes.450.35,"Peter Groffman \,     Email: groffmanp@caryinstitute.org\, Gordon M. Heisler\, gheisler@fs.fed.us",,true,,,"atmospheric science\,  ecology\,  air pollution\,  rainfall\,  gauge\,  rain,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Maryland",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.450.36,doi:10.6073/AA/knb-lter-bes.450.34,,,"Peter Groffman \,     Email: groffmanp@caryinstitute.org\, Gordon M. Heisler\, gheisler@fs.fed.us",,,,,,,,2010-01-07T00:00:00Z,,"public,uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,6015,doi:10.6073/AA/knb-lter-bes.450.35,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,"Climate and Meteorology, Precipitation Data, Station Locations, Photographs, Equipment (USGS): Station: Rain Gauge at Glyndon Elementary School at Glyndon, MD (GDES) BES ID 450-",,2010-01-08T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
"Grasshopper abundance and species diversity were investigated at eight sampling sites within the Georgia Coastal Ecosystems (GCE) LTER study area in July-August 2006.  Visual surveys were conducted along 8 2m by 10m transects randomly allocated within the mid-marsh zone at each site.  All grasshoppers observed within each transect were counted and identified to species, if possible.  This survey was conducted as part of the GCE invertebrate monitoring program, and will be performed annually to assess long-term changes in relative species abundances across the GCE study area.",Steven C. Pennings,urn:node:LTER,Pennings,2006-07-31T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",07173c97ee9f202e5c8753a1b5fa6e60,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Houston",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.279.5,2012-06-26T14:01:26.671Z,2007-01-01T00:00:00Z,2006-09-01T23:00:00Z,,,-81.194084,,2006-08-03T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.279.5,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.279.5,doi:10.6073/AA/knb-lter-gce.279.5,Pennings,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,abundance,grasshopper,insect,marsh,Mermiria intertexta,Orchelimum,Orphulella pelidna,Paroxya clavuliger,population ecology,Romalea guttatus,Schistocerca obscura",,,,,31.55025,,doi:10.6073/AA/knb-lter-gce.279.6,,,,"Georgia Coastal Ecosystems LTER Project,Steven C. Pennings",,,,,,,Georgia Coastal Ecosystems LTER Project,2007-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,34690,doi:10.6073/AA/knb-lter-gce.279.5,,31.339163,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,Fall 2006 grasshopper monitoring -- mid-marsh grasshopper abundance and species diversity at eight GCE LTER sampling sites,,2006-09-01T23:00:00Z,,-81.42732,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"The goal of this study was to examine the population of insects in prairies and savannahs. Most of the prairies had developed after being abandoned from agriculture, but none of the savannahs had been cultivated. The history of burning varied between sites. Insects were sampled via sweep-net sampling, pitfalls and ant plates throughout the growing season in each of 49 grassland fields and savannahs. In total, 89,596 individuals of 1,167 species were captured and enumerated. Body size was measured for a subset of grasshoppers collected. The study was conducted in 1992 by the lead investigators: John Haarstad, Evan Siemann, and David Tilman.",John Haarstad,urn:node:LTER,Haarstad,1992-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",7dc3b0c818abb36f23b1a5bddc786795,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.140122.122,2012-06-26T15:03:29.094Z,2012-04-24T00:00:00Z,2010-06-18T23:00:00Z,,,-93.16289,,1992-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.140122.122,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cdr.140122.122,doi:10.6073/AA/knb-lter-cdr.140122.122,Haarstad,,true,,,"burning,ecology,ecosystems,insects,species",,,,,45.44138,,doi:10.6073/AA/knb-lter-cdr.140122.123,doi:10.6073/AA/knb-lter-cdr.140122.121,,,John Haarstad,,,,,,,,2012-04-24T00:00:00Z,,"public,uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,9257,doi:10.6073/AA/knb-lter-cdr.140122.122,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,Insects caught in pitfall traps,,2010-06-18T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"Permanent plots are a powerful tool for understanding systems over the long term because of the rigorous quantification of patterns in a spatially refined way and because of the comparability of numerous variables measured in the same place. In 1998, 7 plots were surveyed into 3 forests in the study region of the Baltimore Ecosystem Study (BES): Oregon Ridge Park (4 plots), Hillsdale Park (1 plot), and Leakin Park (2 plots). Plots were surveyed in to correct for slope and to achieve an accuracy of plot side length to within 0.5 cm. Plots are 1600 m2 with the exception of the Hillsdale plot which is 900 m2. The Hillsdale plot is smaller to fit within the confines of the forest patch. Sites were selected 1) to represent urban and non-urban forests, 2) away from obvious habitat boundaries or edges, 3) with consistent drainage lines within the plot, and 4) with at least 80 % continuous tree canopy. All vegetation layers were sampled in order to characterize the structure and composition of the plant community. A variety of sampling methods were used for the different layers but all layers were quantified with a high level of detail to minimize variation and to best characterize the plot.","M. L. Cadenasso, Cary Institute of Ecosystem Studies, Millbrook, New York
S.T.A. Pickett, Cary Institute of Ecosystem Studies, Millbrook, New York",urn:node:LTER,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",50bcefa5e5dbab9ed4a3dbeeb2295030,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.522.26,2012-06-26T10:29:17.14Z,2003-03-01T00:00:00Z,2010-03-06T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.522.26,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.522.26,doi:10.6073/AA/knb-lter-bes.522.26,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,true,,,"Environmental\, vegetation\, urban ecology\, riparian\, biodiversity\, baltimore\, riparian vegetation\, rural-urban gradient\, hydrology\, exotics\, diversity,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Maryland",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.522.27,,,,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,,,,,,,2003-03-01T00:00:00Z,,"public,uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,5479,doi:10.6073/AA/knb-lter-bes.522.26,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,Vegetation - Permanent Plots - Woody Vegetation Height BES ID 522-,,2010-03-06T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
"A quadrat survey was conducted in October 2008 to measure the species and size distribution of plants at 10 GCE LTER sampling sites. The quadrats were established as permanent plots at GCE sampling sites in October 2000 by placing wooden stakes at random locations across two nominal zones at each site, designated based on marsh structure (creekbank and high marsh). Several new plots were also added in October 2001, 2002, 2003 and 2004 to replace those lost due to catastrophic wrack disturbance or creek bank erosion. The plots were visually surveyed and the species, shoot height, and flowering status was recorded individually for each shoot over 10 cm in height present in each plot. Observations from plots exhibiting signs of disturbance were noted in the data set. This survey will be repeated annually to assess changes in plant distribution and biomass in relation to environmental changes documented by other GCE LTER monitoring efforts.",Steven C. Pennings,urn:node:LTER,Pennings,2008-10-25T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",55041839206eae7e1077bd9645840f2f,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Houston",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.312.7,2012-06-26T14:13:48.676Z,2009-01-01T00:00:00Z,2008-12-18T00:00:00Z,,,-81.19566,,2008-10-28T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.312.7,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.312.7,doi:10.6073/AA/knb-lter-gce.312.7,Pennings,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Primary Production,flowering,Juncus Roemerianus,marsh,Panicum,plant ecology,Scirpus,shoot height,Spartina alterniflora,Spartina cynosuroides,Typha,Zizaniopsis miliacea",,,,,31.552553,,doi:10.6073/AA/knb-lter-gce.312.8,doi:10.6073/AA/knb-lter-gce.312.6,,,"Georgia Coastal Ecosystems LTER Project,Steven C. Pennings",,,,,,,Georgia Coastal Ecosystems LTER Project II,2009-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,46523,doi:10.6073/AA/knb-lter-gce.312.7,,31.304064,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,Fall 2008 plant monitoring survey -- shoot height and flowering status of plants in permanent plots at GCE sampling sites 1-10,,2008-12-18T00:00:00Z,,-81.4935,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"The purpose of this experiment is to measure how initially disturbing an area and adding nitrogen over a long time will affect the number of species, the type of species present, the amount of annual growth, and the change from year to year in the growth of each species in a plant community which is also relieved of grazing by large and small mammals. This experiment is conducted within fields (A, B, and C) which were initially low in soil nutrients. The ground was disturbed by thoroughly disking the area prior to establishment of the experiment. There are 8 different levels of nitrogen addition with other nutrients added to ensure that nitrogen remains the limiting nutrient, and a control which receives no nutrients. Nitrogen fertilizer (NH4NO3) is applied twice per year, once in early May and once in late June. There are six replicates of each treatment per field. The treatments were randomly assigned to plots of size 4 by 4 meters. The plots are in 6 plot by 9 plot grids with 1 meter aisles between plots. The plot grids are enclosed by a fence to keep out mammalian herbivores. Gophers are trapped and removed as they appear. In the spring of 1992, subexperiments E097 and E098 were established. E097 is in fields A and C where randomly selected plots within each treatment no longer receive fertilizer. E098 is in field B where randomly selected plots within each treatment are burned. Note that the design of E002 is similar to E001 except E002 was thoroughly disked prior to establishment.",David Tilman,urn:node:LTER,Tilman,1982-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",469271e1194a67941c65cb153f44127e,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.157002.123,2012-06-26T17:21:44.625Z,2012-06-14T00:00:00Z,2012-03-12T23:00:00Z,,,-93.16289,,2009-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.157002.123,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cdr.157002.123,doi:10.6073/AA/knb-lter-cdr.157002.123,Tilman,,true,,,"carbon,ecology,ecosystems,nitrogen,nutrients,soil,species",,,,,45.44138,,,doi:10.6073/AA/knb-lter-cdr.157002.122,,,David Tilman,,,,,,,,2012-06-14T00:00:00Z,,"public,uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,24726,doi:10.6073/AA/knb-lter-cdr.157002.123,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,Soil carbon: Long-Term Nitrogen Deposition During Grassland Succession,,2012-03-12T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"Permanent plots are a powerful tool for understanding systems over the long term because of the rigorous quantification of patterns in a spatially refined way and because of the comparability of numerous variables measured in the same place. In 1998, 7 plots were surveyed into 3 forests in the study region of the Baltimore Ecosystem Study (BES): Oregon Ridge Park (4 plots), Hillsdale Park (1 plot), and Leakin Park (2 plots). Plots were surveyed in to correct for slope and to achieve an accuracy of plot side length to within 0.5 cm. Plots are 1600 m2 with the exception of the Hillsdale plot which is 900 m2. The Hillsdale plot is smaller to fit within the confines of the forest patch. Sites were selected 1) to represent urban and non-urban forests, 2) away from obvious habitat boundaries or edges, 3) with consistent drainage lines within the plot, and 4) with at least 80 % continuous tree canopy. All vegetation layers were sampled in order to characterize the structure and composition of the plant community. A variety of sampling methods were used for the different layers but all layers were quantified with a high level of detail to minimize variation and to best characterize the plot.","M. L. Cadenasso, Cary Institute of Ecosystem Studies, Millbrook, New York
S.T.A. Pickett, Cary Institute of Ecosystem Studies, Millbrook, New York",urn:node:LTER,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",7c4ee309c7b6e75d1a7fe2b5df1fea63,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.522.35,2012-06-26T10:25:42.464Z,2003-03-01T00:00:00Z,2010-03-06T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.522.35,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.522.35,doi:10.6073/AA/knb-lter-bes.522.35,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,true,,,"Environmental\, vegetation\, urban ecology\, riparian\, biodiversity\, baltimore\, riparian vegetation\, rural-urban gradient\, hydrology\, exotics\, diversity,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Maryland",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.522.36,doi:10.6073/AA/knb-lter-bes.522.34,,,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,,,,,,,2003-03-01T00:00:00Z,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,5479,doi:10.6073/AA/knb-lter-bes.522.35,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,Vegetation - Permanent Plots - Woody Vegetation Height BES ID 522-,,2010-03-06T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
"A quadrat survey was conducted in October 2004 to measure the species and size distribution of plants at 10 GCE LTER sampling sites.  The quadrats were established as permanent plots at GCE sampling sites in October 2000 by placing wooden stakes at random locations across two nominal zones at each site, designated based on marsh structure (creekbank and high marsh).  Several new plots were also added in October 2001, 2002, 2003 and 2004 to replace those lost due to catastrophic wrack disturbance or creek bank erosion.  The plots were visually surveyed and the species, shoot height, and flowering status was recorded individually for each shoot over 10 cm in height present in each plot.  Observations from plots exhibiting signs of disturbance were noted in the data set.  This survey will be repeated annually to assess changes in plant distribution and biomass in relation to environmental changes documented by other GCE LTER monitoring efforts.",Steven C. Pennings,urn:node:LTER,Pennings,2004-10-22T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",fadb9b67f37730e978c6daa2afb3b2d4,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Houston",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.230.9,2012-06-26T13:47:37.599Z,2006-01-01T00:00:00Z,2005-07-27T23:00:00Z,,,-81.19566,,2004-10-25T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.230.9,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-gce.230.9,doi:10.6073/AA/knb-lter-gce.230.9,Pennings,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Primary Production,flowering,Juncus Roemerianus,marsh,Panicum,plant ecology,Scirpus,shoot height,Spartina alterniflora,Spartina cynosuroides,Typha,Zizaniopsis miliacea",,,,,31.552553,,doi:10.6073/AA/knb-lter-gce.230.10,doi:10.6073/AA/knb-lter-gce.230.8,,,"Georgia Coastal Ecosystems LTER Project,Steven C. Pennings",,,,,,,Georgia Coastal Ecosystems LTER Project,2006-01-01T00:00:00Z,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,48228,doi:10.6073/AA/knb-lter-gce.230.9,,31.304064,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,Fall 2004 plant monitoring survey -- shoot height and flowering status of plants in permanent plots at GCE sampling sites 1-10,,2005-07-27T23:00:00Z,,-81.4935,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"Location
Lat. 39� 16' 25.2"", long. 76� 38' 55.2""
Directions

   1. 95 South to Exit 50
   2. Follow signs to 95 North
   3. 95 North to Exit 51 Washington Blvd.
   4. At bottom of ramp there will be a traffic light, make a left here
   5. Just after traffic light is the entrance to the golf course, turn left into the golf course
   6. Keep right on road and follow to parking lot and just beyond is maintanence yard
   7. Gauge is located at corner of chain link fence 
USGS Quadrangle - Baltimore West
Potential Hazards - No potential hazards present themselves.
Establishment - January 2001
Datum of Station - about 63' above sea level
Equipment - J&S Tipping Bucket Rain Gauge with HOBO Data logger inside.   See Baltimore Ecosystem Study Meteorology Overview here: http://beslter.org/frame7-page_1p.html .","Peter Groffman ,     Email: groffmanp@caryinstitute.org, Gordon M. Heisler, gheisler@fs.fed.us",urn:node:LTER,"Peter Groffman \,     Email: groffmanp@caryinstitute.org\, Gordon M. Heisler\, gheisler@fs.fed.us",,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",4f9bc0bb74de6e742b1934004bddb4dc,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.448.30,2012-06-26T11:02:56.259Z,2010-01-07T00:00:00Z,2010-01-08T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.448.30,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.448.30,doi:10.6073/AA/knb-lter-bes.448.30,"Peter Groffman \,     Email: groffmanp@caryinstitute.org\, Gordon M. Heisler\, gheisler@fs.fed.us",,true,,,"atmospheric science\,  ecology\,  air pollution\,  rainfall\,  gauge\,  rain,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Maryland",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.448.31,doi:10.6073/AA/knb-lter-bes.448.29,,,"Peter Groffman \,     Email: groffmanp@caryinstitute.org\, Gordon M. Heisler\, gheisler@fs.fed.us",,,,,,,,2010-01-07T00:00:00Z,,"public,uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,5075,doi:10.6073/AA/knb-lter-bes.448.30,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,"Climate and Meteorology, Precipitation Data, Station Locations, Photographs, Equipment (USGS): Station: Rain Gauge, Carrol Park Golf Course (CPGC) BES ID 448-",,2010-01-08T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
