lake Name,DATE,YEAR,COL #,Unknown cyclopoid Total,Unknown cyclopoid Adult,Cyclopoid Unknown-Immature,Cyclops scutifer Total,Cyclops scutifer Adult,Cyclops scutifer Immature,Tropocyclops extensus Total,Tropocyclops extensus Adult,Tropocyclops extensus Immature,Mesocyclops edax Total,Mesocyclops edax,Mesocyclops edax Immature,Orthocyclops modesti Total,Orthocyclops modesti Adults,Orthocyclops modesti Immature,Cyclopoid copepidids,CYCOPEP ,Leptodiaptomus minutus Total,Leptodiaptomus minutus,Leptodiaptomus minutus Immature,Aglaodiaptomus leptopus Total,Aglaodiaptomus leptopus Adult,Aglaodiaptomus leptopus Immature,Skistidiaptomus oregonensis-Adult,Skistidiaptomus oregonensis-Immature,Skistodiaptomus oregonensis Total,Skistodiaptomus oregonensis Adult,Skistodiaptomus oregonensis Immature,Epischura lacustris Total,Epischura lacustris Adult,Epischura lacustris Immature,Daphnia mendotae,Daphnia pulicaria,Daphnia retrocurva,Daphnia dubia,Daphnia catawba,Daphnia ambigua,Daphnia pulex,Daphnia parvula,Bosmina longirostris,Eubosmina ,Diaphanosoma brachyurum,Diaphanosoma bergei,Holopedium gibberum,Polyphemus pediculus,Ceriodaphnia quadrangular,Chydoris species,Leptodora kindti,Alona sp.,Sida crystallina,,
Moss,8/14/2002,2002,20,0.00,0.00,0.00,0.00,0.00,0.00,2644.23,1810.90,833.33,544.87,32.05,512.82,0.00,0.00,0.00,0.00,0.00,1426.28,1105.77,320.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.03,16.03,0.00,0.00,0.00,0.00,0.00,416.70,769.20,0.00,0.00,769.23,0.00,0.00,160.26,64.10,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,9/17/2002,2002,21,0.00,0.00,0.00,1504.76,469.05,1035.71,3073.81,2395.24,678.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1376.19,1135.71,240.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1316.67,1333.33,0.00,0.00,730.95,0.00,0.00,28.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,7/15/2003,2003,22,0.00,0.00,0.00,171.85,53.19,118.66,24.55,16.37,8.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.09,4.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.09,4.09,0.00,0.00,0.00,0.00,0.00,8.20,0.00,0.00,0.00,711.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,8/5/2003,2003,23,0.00,0.00,0.00,2160.22,990.10,1170.12,24122.41,7650.77,16471.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12961.30,10171.02,2790.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.01,90.01,0.00,0.00,0.00,0.00,0.00,270.03,810.08,0.00,0.00,2790.28,0.00,0.00,1800.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,7/6/2004,2004,24,0.00,0.00,0.00,618.75,318.75,300.00,1293.75,450.00,843.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3993.75,412.50,3581.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,18.75,0.00,0.00,0.00,0.00,0.00,5850.00,356.25,0.00,0.00,225.00,0.00,0.00,112.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,8/11/2004,2004,25,0.00,0.00,0.00,618.75,318.75,300.00,1293.75,450.00,843.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3993.75,412.50,3581.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,18.75,0.00,0.00,0.00,0.00,0.00,5850.00,356.25,0.00,0.00,225.00,0.00,0.00,112.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,7/20/2005,2005,26,0.00,0.00,0.00,1216.67,533.33,683.33,1466.70,566.70,900.00,833.33,366.67,466.67,0.00,0.00,0.00,0.00,0.00,5416.67,2850.00,2566.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.33,283.33,200.00,0.00,0.00,0.00,0.00,600.00,1550.00,0.00,0.00,150.00,383.33,0.00,1400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,8/17/2005,2005,27,0.00,0.00,0.00,481.67,141.67,340.00,737.60,340.00,397.60,212.50,56.70,155.80,0.00,0.00,0.00,0.00,0.00,5411.67,2210.00,3201.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.67,113.33,28.33,0.00,0.00,0.00,0.00,850.00,835.83,0.00,0.00,170.00,184.17,0.00,325.83,0.00,42.50,0.00,0.00,0.00,0.00,0.00,,
Moss,8/16/2006,2006,29,0.00,0.00,0.00,0.00,0.00,0.00,200.00,50.00,150.00,583.33,16.67,566.67,0.00,0.00,0.00,0.00,0.00,3266.60,1083.30,2183.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3783.33,5666.67,0.00,0.00,66.67,33.33,0.00,183.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,7/13/2007,2007,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,1100.00,0.00,1580.00,860.00,0.00,0.00,0.00,0.00,0.00,0.00,5080.00,3360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,1040.00,0.00,0.00,0.00,2060.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,7/31/2007,2007,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,602.88,1224.04,0.00,1150.96,858.65,0.00,0.00,0.00,0.00,0.00,0.00,1863.46,4950.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1224.04,0.00,0.00,0.00,950.00,54.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,6/30/2008,2008,32,0.00,0.00,0.00,0.00,3927.69,2326.15,0.00,290.77,1726.15,0.00,443.08,258.46,0.00,0.00,0.00,0.00,0.00,0.00,1384.62,1209.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.92,0.00,0.00,0.00,0.00,0.00,244.62,0.00,0.00,0.00,92.31,0.00,0.00,73.85,36.92,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,8/6/2008,2008,33,0.00,0.00,0.00,0.00,793.85,286.15,0.00,313.85,756.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,793.85,1449.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.46,27.69,0.00,0.00,0.00,0.00,240.00,240.00,0.00,0.00,101.54,101.54,0.00,1163.08,36.92,18.46,0.00,0.00,0.00,0.00,0.00,,
Moss,7/7/2010,2010,36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.01,409.16,0.00,284.95,219.19,0.00,0.00,0.00,0.00,0.00,0.00,694.11,314.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.31,0.00,0.00,0.00,0.00,0.00,913.30,1512.42,0.00,0.00,197.27,197.27,0.00,80.37,0.00,7.31,0.00,0.00,0.00,0.00,0.00,,
Moss,8/12/2010,2010,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,754.15,1365.85,0.00,117.31,301.66,0.00,0.00,0.00,0.00,0.00,0.00,938.50,653.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1290.43,913.36,0.00,0.00,134.07,150.83,0.00,117.31,0.00,0.00,0.00,0.00,0.00,0.00,8.38,,
Moss,7/13/2011,2011,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624.78,1616.63,0.00,1049.68,460.10,0.00,0.00,0.00,0.00,0.00,0.00,165.94,214.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,378.39,126.97,0.00,0.00,132.00,1186.70,0.00,227.54,31.43,0.00,0.00,0.00,22.63,0.00,0.00,,
Moss,8/9/2011,2011,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1151.41,4778.35,0.00,333.91,345.42,0.00,0.00,0.00,0.00,0.00,0.00,115.14,345.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,449.05,0.00,0.00,0.00,782.96,46.06,0.00,80.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,7/10/2012,2012,40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,649.66,620.79,0.00,794.03,952.84,0.00,0.00,0.00,0.00,0.00,0.00,476.42,649.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.31,0.00,0.00,0.00,0.00,0.00,86.62,0.00,0.00,0.00,3883.54,0.00,0.00,1775.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Moss,8/7/2012,2012,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.25,91.43,0.00,101.06,153.99,0.00,0.00,0.00,0.00,0.00,0.00,230.99,466.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.12,0.00,0.00,0.00,0.00,0.00,14.44,0.00,0.00,0.00,2305.10,0.00,0.00,9.62,0.00,0.00,0.00,0.00,9.62,0.00,0.00,,
North,6/29/1994,1994,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,657.34,411.34,246.00,0.00,0.00,0.00,0.00,0.00,911.41,738.00,173.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,806.56,0.00,0.00,0.00,3238.32,0.00,225.84,0.00,290.36,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/27/1994,1994,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1568.23,633.97,934.27,0.00,0.00,0.00,0.00,0.00,1768.44,1001.00,767.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2002.00,0.00,0.00,0.00,24491.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/31/1994,1994,1,0.00,0.00,0.00,0.00,0.00,0.00,1874.74,963.77,910.96,224.44,171.63,52.81,0.00,0.00,0.00,0.00,0.00,4581.22,4039.92,541.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.93,0.00,0.00,0.00,2363.22,0.00,79.21,0.00,2495.25,0.00,0.00,0.00,0.00,0.00,0.00,,
North,6/19/1995,1995,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,687.27,124.96,562.31,0.00,0.00,0.00,0.00,0.00,3177.50,1686.93,1490.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,481.98,0.00,0.00,0.00,4409.23,0.00,0.00,0.00,794.38,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/8/1995,1995,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2375.00,583.33,1791.67,0.00,0.00,0.00,0.00,0.00,9375.00,5625.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2708.33,0.00,0.00,0.00,3625.00,0.00,83.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,9/13/1995,1995,6,0.00,0.00,0.00,0.00,0.00,0.00,4627.76,2797.38,1830.38,1864.92,310.82,1554.10,0.00,0.00,0.00,0.00,0.00,5318.47,3349.95,1968.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,932.46,0.00,0.00,0.00,828.85,0.00,276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,6/17/1996,1996,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.00,92.00,55.00,0.00,0.00,0.00,0.00,0.00,2384.00,2107.00,277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.37,0.00,0.00,0.00,869.00,0.00,55.00,0.00,2329.00,18.00,0.00,0.00,0.00,0.00,0.00,,
North,7/22/1996,1996,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617.16,319.22,297.94,0.00,0.00,0.00,0.00,0.00,2319.67,1894.04,425.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468.19,0.00,0.00,0.00,9534.05,0.00,361.78,0.00,1106.63,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/19/1996,1996,9,0.00,0.00,0.00,0.00,0.00,0.00,542.19,514.11,28.08,568.12,384.50,183.61,0.00,0.00,0.00,0.00,0.00,1319.84,829.49,490.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,976.38,0.00,0.00,0.00,5018.00,0.00,797.09,0.00,736.61,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/14/1997,1997,10,0.00,0.00,0.00,0.00,0.00,0.00,58.14,58.14,0.00,520.30,380.02,140.28,0.00,0.00,0.00,0.00,0.00,2459.36,1427.29,1032.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,968.86,0.00,0.00,0.00,349.09,0.00,37.60,0.00,1846.78,0.00,0.00,0.00,0.00,8.53,0.00,,
North,8/18/1997,1997,11,0.00,0.00,0.00,0.00,0.00,0.00,134.41,134.41,0.00,380.82,302.42,78.41,0.00,0.00,0.00,0.00,0.00,1064.07,638.44,425.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2150.54,0.00,0.00,0.00,2083.33,0.00,112.01,0.00,235.22,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/13/1998,1998,12,0.00,0.00,0.00,0.00,0.00,0.00,165.00,73.00,92.00,532.47,293.78,238.70,0.00,0.00,0.00,0.00,0.00,3837.49,2992.87,844.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,605.92,0.00,0.00,0.00,5949.02,0.00,1009.86,0.00,2386.95,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/17/1998,1998,13,0.00,0.00,0.00,0.00,0.00,0.00,723.00,422.00,301.00,1847.79,696.00,1151.79,0.00,0.00,0.00,0.00,0.00,6428.57,5517.86,910.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,0.00,0.00,0.00,10285.71,0.00,857.14,0.00,589.29,0.00,0.00,0.00,0.00,0.00,0.00,,
North,6/29/1999,1999,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.26,410.17,205.09,0.00,0.00,0.00,0.00,0.00,2469.24,1181.30,1287.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1952.42,0.00,205.09,0.00,1132.08,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/24/1999,1999,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,689.09,0.00,689.09,0.00,0.00,0.00,0.00,0.00,1230.52,1230.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1870.39,0.00,1870.39,0.00,4872.85,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/18/2000,2000,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7371.43,3771.43,3600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9685.71,0.00,1628.57,0.00,214.29,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/21/2000,2000,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510.12,186.23,323.89,0.00,0.00,0.00,0.00,0.00,6923.08,5854.25,1068.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21975.71,0.00,1829.96,0.00,161.94,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/18/2001,2001,18,0.00,0.00,0.00,0.00,0.00,0.00,437.51,214.30,223.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2883.93,2151.79,732.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.36,0.00,0.00,0.00,19044.64,0.00,1937.50,0.00,1160.71,35.71,0.00,0.00,0.00,0.00,0.00,,
North,8/7/2001,2001,19,0.00,0.00,0.00,0.00,0.00,0.00,90.50,70.00,20.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1820.00,1302.86,517.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4024.29,0.00,1113.33,0.00,437.14,11.90,0.00,0.00,0.00,0.00,0.00,,
North,8/13/2002,2002,20,0.00,0.00,0.00,0.00,0.00,0.00,283.29,132.20,151.09,736.54,169.97,566.57,0.00,0.00,0.00,0.00,0.00,1038.72,906.52,132.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283.29,0.00,0.00,0.00,3569.41,0.00,736.54,0.00,2190.75,0.00,0.00,0.00,0.00,0.00,0.00,,
North,9/10/2002,2002,21,0.00,0.00,0.00,0.00,0.00,0.00,185.67,99.76,85.91,1122.35,171.82,950.53,0.00,0.00,0.00,0.00,0.00,1116.81,969.93,146.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.37,595.82,0.00,0.00,0.00,992.10,0.00,72.05,0.00,6614.94,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/15/2003,2003,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296.43,122.06,174.37,0.00,0.00,0.00,0.00,0.00,1900.61,767.22,1133.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.75,0.00,0.00,0.00,4376.63,0.00,854.40,0.00,2197.04,0.00,0.00,0.00,0.00,0.00,0.00,,
North,9/4/2003,2003,23,0.00,0.00,0.00,0.00,0.00,0.00,686.20,158.35,527.84,2190.53,580.63,1609.90,0.00,0.00,0.00,0.00,0.00,1240.43,1029.30,211.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738.98,0.00,0.00,0.00,2771.18,0.00,765.37,0.00,9448.40,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/6/2004,2004,24,0.00,0.00,0.00,0.00,0.00,0.00,192.31,53.85,138.46,623.08,115.38,507.69,0.00,0.00,0.00,0.00,0.00,2269.23,1400.00,869.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.08,0.00,0.00,0.00,1819.23,0.00,773.08,0.00,2569.23,11.54,0.00,0.00,0.00,0.00,0.00,,
North,8/11/2004,2004,25,0.00,0.00,0.00,0.00,0.00,0.00,500.00,95.24,404.76,1722.33,389.00,1333.33,0.00,0.00,0.00,0.00,0.00,5333.33,3809.52,1523.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,357.14,0.00,0.00,0.00,4619.05,0.00,1952.38,0.00,5047.62,23.81,0.00,0.00,0.00,0.00,0.00,,
North,7/19/2005,2005,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.56,50.00,155.56,0.00,0.00,0.00,0.00,0.00,1361.11,811.11,550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,0.00,0.00,0.00,2105.56,0.00,1272.22,0.00,2044.44,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/16/2005,2005,27,0.00,0.00,0.00,0.00,0.00,0.00,138.48,83.10,55.38,544.62,184.62,360.00,0.00,0.00,0.00,0.00,0.00,960.00,673.85,286.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.69,0.00,0.00,0.00,3000.00,0.00,553.85,0.00,978.46,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/18/2006,2006,28,0.00,0.00,0.00,0.00,0.00,0.00,75.00,12.50,62.50,125.00,37.50,87.50,0.00,0.00,0.00,0.00,0.00,1137.50,337.50,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.00,0.00,0.00,0.00,7950.00,0.00,2075.00,0.00,2737.50,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/16/2006,2006,29,0.00,0.00,0.00,0.00,0.00,0.00,565.48,203.57,361.90,950.00,361.90,588.10,0.00,0.00,0.00,0.00,0.00,1379.76,542.86,836.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475.00,0.00,0.00,0.00,4478.57,0.00,3008.33,0.00,4342.86,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/11/2007,2007,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.86,124.40,0.00,0.00,0.00,0.00,0.00,0.00,1764.29,203.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.93,0.00,0.00,0.00,4659.52,0.00,893.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/30/2007,2007,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.21,121.79,0.00,121.79,345.90,0.00,0.00,0.00,0.00,0.00,0.00,1476.15,428.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.97,0.00,0.00,0.00,1982.82,0.00,433.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/2/2008,2008,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.23,96.92,0.00,274.62,452.31,0.00,0.00,0.00,0.00,0.00,0.00,1243.85,1752.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387.69,0.00,0.00,0.00,15750.00,0.00,3158.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/7/2008,2008,33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67,216.67,0.00,658.33,3175.00,0.00,0.00,0.00,0.00,0.00,0.00,1708.33,1216.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1075.00,0.00,0.00,0.00,7758.33,0.00,958.33,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/7/2010,2010,36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,275.00,0.00,125.00,325.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,13950.00,0.00,0.00,3400.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,,
North,8/11/2010,2010,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.95,219.19,0.00,166.42,235.43,0.00,0.00,0.00,0.00,0.00,0.00,487.09,89.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,316.61,0.00,0.00,0.00,791.52,0.00,215.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/11/2011,2011,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.28,39.28,0.00,117.83,589.16,0.00,0.00,0.00,0.00,0.00,0.00,1433.62,1197.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.19,0.00,0.00,0.00,8601.73,0.00,3201.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/8/2011,2011,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.27,49.10,0.00,57.28,212.77,0.00,0.00,0.00,0.00,0.00,0.00,245.50,122.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.37,0.00,0.00,0.00,523.73,0.00,351.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,7/10/2012,2012,40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.69,110.77,0.00,166.15,332.31,0.00,0.00,0.00,0.00,0.00,0.00,1033.85,701.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,461.54,0.00,0.00,0.00,8030.77,0.00,2529.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
North,8/6/2012,2012,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.08,147.69,0.00,276.92,935.38,0.00,0.00,0.00,0.00,0.00,0.00,443.08,258.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.77,0.00,0.00,0.00,2246.15,0.00,412.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Queer,6/20/1994,1994,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1193.00,568.00,625.00,0.00,0.00,0.00,0.00,0.00,23248.00,13869.00,9379.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3524.00,0.00,0.00,0.00,0.00,625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Queer,7/25/1994,1994,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3567.71,1953.13,1614.58,0.00,0.00,0.00,0.00,0.00,21848.96,18645.83,3203.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468.75,0.00,0.00,0.00,0.00,1041.67,0.00,0.00,26.04,26.04,0.00,0.00,0.00,0.00,0.00,,
